"","Methanobacteria","Methanococci","Methanomicrobia","Thermococci","Woesearchaeia","Nitrososphaeria","Acidobacteriia","Aminicenantia","Blastocatellia.Subgroup.4..","Holophagae","Subgroup17.","Subgroup17","Subgroup21.","Subgroup22.","Subgroup6.","Subgroup6","Thermoanaerobaculia","Acidimicrobiia","Actinobacteria","Coriobacteriia","Thermoleophilia","Chthonomonadetes","Fimbriimonadia","unculturedbacterium.","uncultured","Caldatribacteriia","Omnitrophicabacterium.OLB16.","metagenome","unculturedorganism.","unculturedsoil.bacterium.PBS.III.18.","Bacteroidia","Ignavibacteria","OC31","Rhodothermia","Caldisericia","Calditrichia","Chlamydiae","LD1PA32.","LD1PA32","Anaerolineae","Chloroflexia","Dehalococcoidia","GittGS.136.","JG30KF.CM66.","JG30KF.CM66","KD496.","KD496","Ktedonobacteria","OLB14","TK10","Cloacimonadia","Melainabacteria","Oxyphotobacteria","Sericytochromatia","Dadabacteriia","Deinococci","Babeliae","Elusimicrobia","LineageIIa.","LineageIIb.","LineageIIc.","Campylobacteria","Chitinivibrionia","Fibrobacteria","BRHc20a.","Bacilli","Clostridia","Erysipelotrichia","Negativicutes","Fusobacteriia","BD211.terrestrial.group.","Gemmatimonadetes","MD2902B12.","Hydrogenedentia","Kiritimatiellae","Latescibacteria","unculturedAcidobacterium.sp..","unculturedBacteroidetes.bacterium.","unculturedFibrobacteres.bacterium.","unculturedLatescibacteria.bacterium.","unculturedPelobacter.sp..","unculturedprokaryote.","unculturedproteobacterium.","unculturedsoil.bacterium.PBS.III.30.","unculturedsoil.bacterium.","Lentisphaeria","Oligosphaeria","Moduliflexia","Nitrospinia","Nitrospira","Omnitrophia","OmnitrophicaWOR_2.bacterium.RIFOXYA2_FULL_38_17.","mixedculture.isolate.koll11.","uncultureddeep.sea.bacterium.","unculturedplanctomycete.","ABY1","Berkelbacteria","Gracilibacteria","Microgenomatia","Parcubacteria","Saccharimonadia","WWE3","028H05P.BN.P5.","028H05P.BN.P5","BD711.","BD711","Brocadiae","OM190","Phycisphaerae","Pla3lineage.","Pla3lineage","Pla4lineage.","Pla4lineage","Planctomycetacia","vadinHA49","Alphaproteobacteria","Deltaproteobacteria","Gammaproteobacteria","NC10","Brachyspirae","Leptospirae","MVP15.","MVP15","Spirochaetia","V2072189E03.","Synergistia","Mollicutes","Thermotogae","Verrucomicrobiae","hydrothermalvent.metagenome.","bacteriumenrichment.culture.clone.Anammox_55."
"2013/10/8",0,0,3,0,149,1261,30,0,35,118,0,0,0,0,0,27,49,256,288,0,204,0,34,80,149,0,2,29,40,0,7676,523,905,40,0,1072,207,0,2,772,250,0,0,42,5,2,0,0,232,0,0,177,9,8,101,0,103,0,0,0,0,113,113,2,0,101,296,13,9,19,44,99,0,38,36,524,0,0,0,32,0,0,0,31,0,2,6,0,244,976,69,0,0,0,5,23,0,29,0,47,13,0,2,0,79,0,0,648,265,63,0,15,13,993,3,3374,2587,15026,0,0,643,0,0,17,0,6,0,0,209,8,0
"2013/10/9",2,0,0,0,138,1279,35,0,40,143,0,0,0,0,0,17,60,345,327,2,207,0,50,85,193,0,1,23,37,0,9572,732,797,40,0,1201,205,2,0,843,245,2,0,36,5,0,2,0,310,3,0,172,4,12,154,4,169,0,0,0,0,108,91,0,0,99,372,13,2,8,38,90,0,26,37,499,0,0,0,33,0,0,0,49,0,2,0,0,231,944,58,0,0,0,7,26,0,50,2,40,14,0,4,0,77,2,0,571,273,73,0,24,15,978,5,3991,2750,15343,0,0,970,0,0,24,0,2,2,0,207,7,0
"2013/10/10",0,0,0,0,171,1673,38,0,50,133,0,0,0,0,0,35,54,337,333,6,244,0,40,128,168,0,3,32,38,0,9548,801,995,33,0,1246,197,0,0,922,266,2,0,42,3,0,0,0,379,5,0,222,8,8,189,3,146,0,0,0,0,161,112,3,0,116,391,8,10,14,41,113,0,40,39,537,0,0,0,45,0,0,0,48,0,4,0,0,327,966,77,0,0,0,9,28,0,53,0,39,24,2,9,0,83,5,0,659,350,68,0,18,23,1204,0,4319,2670,17021,0,0,1009,0,0,29,0,6,0,0,343,17,0
"2013/10/11",0,0,0,0,183,1596,30,0,44,101,0,0,0,0,0,41,69,327,399,3,213,0,37,95,198,0,0,22,33,0,8996,765,743,57,0,1243,166,0,0,906,309,0,0,43,3,0,0,0,359,0,0,230,11,5,196,3,71,0,0,0,0,192,123,7,0,119,339,21,12,12,55,117,0,42,35,529,0,0,0,39,0,0,0,36,0,3,0,0,307,1265,77,0,0,0,13,19,0,37,6,52,34,0,4,0,87,4,0,708,321,66,0,9,15,1134,4,4485,2860,17361,0,0,1092,0,0,48,0,0,0,2,338,15,0
"2013/10/15",6,0,0,0,175,956,28,0,30,99,0,0,0,0,2,18,54,336,340,4,199,0,39,92,225,0,0,35,33,0,8899,702,570,44,0,1267,174,4,0,904,201,2,0,29,0,0,0,0,424,5,2,274,9,13,132,0,48,0,0,0,0,156,89,4,0,120,416,17,7,17,50,74,0,35,56,405,0,0,0,39,0,0,0,38,0,0,0,0,201,1187,53,0,0,0,9,14,0,66,3,54,35,2,6,2,86,0,0,613,276,88,0,17,10,1087,4,3839,2856,16538,0,0,404,0,0,14,0,7,0,7,317,11,0
"2013/10/16",2,2,0,0,170,1557,35,0,41,181,0,0,0,0,2,28,68,448,529,4,334,0,54,128,259,0,0,26,65,0,13831,927,736,51,0,1873,194,2,2,1297,340,0,0,39,7,2,0,0,605,4,0,475,8,8,221,2,47,0,0,0,0,254,110,20,0,122,572,17,11,26,51,107,0,46,73,544,0,0,0,39,0,0,0,35,0,3,0,0,353,1312,90,0,0,0,7,33,0,92,3,82,43,0,10,0,137,4,0,894,393,104,0,26,7,1613,0,5768,3905,22207,0,2,505,0,0,45,0,8,0,0,446,20,0
"2013/10/17",0,0,0,0,141,1373,33,0,53,173,0,0,2,0,2,27,73,420,425,5,262,0,48,126,263,0,0,32,51,0,12842,778,499,53,0,1584,146,0,0,1020,327,0,0,36,4,0,0,0,330,2,2,408,5,7,191,0,47,0,0,0,0,236,114,4,0,131,483,19,15,29,53,65,0,61,81,537,0,0,0,53,0,0,0,27,0,6,2,0,349,1207,86,0,0,0,9,17,0,122,6,51,49,4,9,5,128,7,0,803,382,72,0,20,13,1583,3,4864,3589,22353,0,0,454,0,0,36,0,20,3,2,462,14,0
"2013/10/18",2,0,0,0,80,998,38,0,50,149,0,0,0,0,0,17,68,401,529,10,250,0,47,123,256,0,1,29,54,0,12354,839,448,52,0,1773,168,2,0,1084,271,5,0,48,3,3,0,0,443,5,2,317,7,25,145,5,29,0,0,0,0,240,104,11,0,138,520,20,15,5,46,80,0,39,60,489,0,0,0,41,0,0,0,37,0,0,0,0,317,1646,91,0,0,0,10,25,0,127,8,39,48,0,3,4,127,0,0,764,334,77,0,17,16,1312,0,5298,3638,21589,0,0,460,0,0,50,0,16,0,4,421,15,0
"2013/10/21",5,5,2,0,100,852,26,0,32,215,0,0,0,0,0,25,87,354,651,3,248,0,58,126,246,0,7,21,35,0,12713,747,381,48,0,1970,120,6,0,1121,261,0,0,26,5,2,0,0,255,3,3,357,9,36,159,3,28,2,0,0,0,226,111,32,0,92,485,8,8,17,54,65,0,52,88,465,0,0,0,36,0,0,0,26,0,2,0,0,214,1186,95,0,0,0,8,19,0,110,8,58,34,0,5,0,163,0,0,801,336,71,0,18,14,1355,4,5723,3225,24738,0,0,442,0,0,48,0,13,7,5,430,19,0
"2013/10/22",3,2,2,0,79,573,34,0,27,154,0,0,2,0,0,15,47,302,543,3,213,0,18,108,191,0,0,14,39,0,8732,570,226,26,0,1377,111,0,0,979,270,0,0,23,4,0,0,0,236,3,0,311,9,29,102,4,49,2,0,0,0,187,83,29,0,63,309,17,9,23,31,29,0,17,69,373,0,0,0,26,0,0,0,20,0,0,0,0,162,1073,92,0,0,0,2,17,0,93,7,39,20,0,0,0,116,4,0,669,305,38,0,23,15,1141,0,4653,2369,20338,0,0,405,0,0,25,0,17,2,2,412,17,0
"2013/10/23",2,4,0,0,100,794,12,0,25,199,0,0,0,0,4,14,74,350,592,5,252,0,27,105,242,0,0,18,40,0,11634,625,241,43,0,1790,98,6,0,1259,269,0,0,17,5,2,0,0,173,2,0,311,0,46,117,7,45,0,0,0,0,147,77,38,0,73,319,15,4,21,44,50,0,35,51,426,0,0,0,30,0,0,0,20,0,3,0,0,221,1022,93,0,0,0,4,28,0,89,4,41,30,0,2,2,115,9,0,772,346,67,0,16,10,1376,0,4832,2830,23551,0,2,403,0,0,48,0,16,3,0,486,10,0
"2013/10/24",0,3,2,0,60,690,33,0,20,249,0,0,0,0,0,21,75,342,671,5,242,0,43,117,231,0,0,21,34,0,11785,652,219,32,0,1780,113,6,0,1076,229,2,0,17,0,0,0,0,201,4,0,267,2,34,142,0,48,3,0,0,0,174,73,28,0,77,401,11,6,20,35,25,0,23,63,310,0,0,0,24,0,0,0,26,0,0,2,0,171,820,77,0,0,0,4,24,0,77,6,37,31,2,2,0,121,2,0,650,340,70,0,15,16,1254,3,5027,2620,21087,0,0,503,0,3,43,0,6,2,2,406,7,0
"2013/10/25",5,4,3,0,86,832,21,0,24,200,0,0,0,0,0,24,74,416,686,9,340,0,28,149,245,0,2,22,31,0,12477,731,172,31,0,1734,102,6,0,1676,335,3,0,26,5,0,0,0,283,2,2,246,3,56,170,4,56,0,0,0,0,135,73,15,0,71,441,21,21,15,44,33,0,36,67,333,0,0,0,44,0,0,0,22,0,2,0,0,206,996,68,0,3,0,2,12,0,60,14,36,32,2,10,2,103,2,0,691,342,75,0,17,14,1455,0,5574,2686,22995,0,0,543,0,0,41,0,19,5,4,458,24,0
"2013/10/28",4,4,0,0,160,742,10,0,25,217,0,0,0,0,0,17,73,309,564,4,283,0,18,115,300,0,0,14,25,0,13190,656,174,29,0,1763,86,8,2,1697,292,0,0,19,5,2,0,0,220,3,2,193,4,39,160,6,55,0,0,0,0,218,64,5,0,93,426,11,4,20,28,28,0,38,84,232,0,0,0,27,0,0,0,22,0,0,0,0,211,1064,84,0,0,0,2,6,0,79,3,26,28,4,2,0,95,11,0,549,306,42,0,35,18,1200,2,4957,2754,20957,0,0,581,0,0,49,0,7,5,2,524,5,0
"2013/10/29",2,0,0,0,191,442,8,0,12,152,0,0,0,0,0,8,37,152,278,4,126,0,11,78,153,0,0,11,32,0,7274,441,106,19,0,1094,74,4,0,1168,107,0,0,9,0,0,0,0,101,0,0,87,3,24,97,5,38,3,0,0,0,107,46,3,0,45,264,9,6,20,11,16,0,17,56,130,0,0,0,19,0,0,0,22,0,0,0,0,100,451,58,0,0,0,0,5,0,80,7,34,13,2,4,0,44,6,0,352,195,22,0,18,11,778,0,2818,1587,10441,0,0,312,0,0,24,0,10,0,0,320,3,0
"2013/10/30",0,4,0,0,247,798,13,0,10,228,0,0,0,0,0,15,50,242,324,3,152,0,15,100,216,0,0,16,21,0,11235,620,158,24,0,1805,82,3,0,1700,218,0,0,13,6,5,0,0,166,0,0,163,5,19,132,3,39,2,0,0,0,177,62,2,2,58,466,14,9,22,24,25,0,28,87,207,0,0,0,26,0,0,0,19,0,0,0,0,172,1020,111,0,0,0,2,8,0,119,2,31,33,5,6,0,74,0,0,499,267,32,0,37,13,1208,2,4170,2322,17275,0,0,398,0,2,39,0,14,11,0,467,3,0
"2013/10/31",0,6,0,0,273,816,7,0,20,217,0,0,0,0,0,16,60,243,366,3,147,0,23,86,214,0,0,22,28,0,11493,534,186,23,0,1783,95,4,2,1795,233,2,0,12,6,0,0,0,108,2,0,143,3,11,129,8,39,2,0,0,0,162,71,7,0,75,424,20,19,17,31,19,0,30,69,202,0,0,0,20,0,0,0,14,0,0,0,0,189,829,139,0,0,0,4,18,0,162,5,49,28,4,4,7,92,7,0,563,270,37,0,37,23,1362,2,3725,2474,17431,0,0,335,0,0,33,0,6,0,2,518,9,0
"2013/11/1",0,4,0,0,106,793,22,0,12,223,0,0,0,0,0,19,62,257,357,6,253,0,17,88,220,0,0,20,24,0,10421,585,144,16,0,1717,75,4,0,1518,216,0,0,20,2,2,0,0,168,0,0,155,12,5,105,3,25,0,0,0,0,121,56,6,0,48,368,20,14,17,24,21,0,19,49,203,0,0,0,18,0,0,0,17,0,0,0,0,155,1178,86,0,0,2,2,3,0,132,2,13,21,2,9,2,32,2,0,504,255,39,0,39,12,1001,6,3940,2331,17609,0,0,281,0,0,29,0,4,0,4,512,4,0
"2013/11/4",0,0,2,0,91,943,30,0,21,180,0,0,0,0,0,21,61,230,285,2,190,0,4,101,154,0,0,10,28,0,9704,608,180,16,0,1783,84,5,2,1584,183,0,0,22,6,0,0,0,165,0,0,132,2,10,109,14,29,0,0,0,0,139,57,5,0,64,321,14,15,9,20,21,0,24,48,188,0,0,0,31,0,0,0,17,0,2,3,0,132,907,93,0,0,0,7,6,0,80,8,23,14,0,2,0,48,8,0,540,227,31,0,15,17,948,2,4065,2265,16587,0,0,284,0,0,23,0,6,0,0,483,4,0
"2013/11/5",0,5,0,0,93,756,19,0,14,192,0,0,0,0,0,18,57,196,349,0,196,0,19,104,157,0,0,17,24,0,8520,624,162,20,0,1651,68,4,0,1533,208,0,0,17,4,0,0,0,187,2,0,158,3,12,94,9,53,0,0,0,0,157,54,0,0,60,353,11,7,14,26,18,0,32,37,200,0,0,0,22,0,0,0,19,0,6,0,0,138,1033,86,0,0,0,4,5,0,65,5,42,19,2,2,3,50,4,0,555,229,29,0,17,11,926,0,3742,2214,15029,0,0,302,0,0,21,0,6,0,2,447,8,0
"2013/11/6",0,4,0,0,88,914,23,0,15,167,0,0,0,0,0,22,58,245,370,4,232,0,22,125,137,0,2,13,23,0,8546,588,161,19,0,1511,75,6,0,1601,232,2,0,23,4,3,0,0,125,3,0,123,4,12,86,4,30,3,0,0,0,146,65,7,0,62,325,11,9,11,22,37,0,21,39,253,0,0,0,14,0,0,0,16,0,3,0,0,168,932,107,0,0,0,5,6,0,76,4,31,21,3,10,0,56,7,0,631,235,21,0,8,19,1110,3,4063,2443,16540,0,0,250,0,2,28,0,10,0,4,447,7,0
"2013/11/7",0,3,2,0,83,937,16,0,18,174,0,0,0,0,0,21,74,358,400,0,229,0,27,136,189,0,0,21,21,0,9733,756,157,20,0,1703,81,2,0,1402,235,3,0,29,0,0,0,0,186,0,0,125,5,14,130,4,46,0,0,0,0,191,76,4,0,65,373,28,10,32,26,22,0,23,39,209,0,0,0,26,0,0,0,30,0,0,0,0,183,910,81,0,0,0,0,9,0,70,2,22,28,6,7,0,55,4,0,611,274,50,0,20,13,1092,2,4891,2481,17200,0,0,323,0,0,30,0,8,0,0,437,11,0
"2013/11/8",4,4,0,0,79,1004,18,0,12,222,0,0,0,0,0,48,53,324,425,3,290,0,12,143,180,0,1,10,29,0,10232,800,199,17,0,1740,76,4,0,1482,257,2,0,25,2,2,0,0,205,0,0,136,3,13,113,5,32,2,0,0,0,252,48,2,0,81,478,9,14,19,26,35,0,31,32,264,0,0,0,38,0,0,0,11,0,4,0,0,217,751,110,0,0,0,2,9,0,75,2,11,21,6,11,0,61,15,0,700,222,43,0,14,11,1144,0,4984,2651,17536,0,0,320,0,0,34,0,12,0,4,489,13,0
"2013/11/11",4,0,0,0,83,974,27,0,13,196,0,0,0,0,0,39,57,251,410,0,231,0,22,119,138,0,0,7,26,0,10596,694,195,15,0,1346,65,7,0,1159,237,0,0,32,11,0,0,0,164,4,0,139,2,19,106,7,53,0,0,0,0,163,66,12,0,85,336,11,6,8,40,29,0,20,43,223,0,0,0,26,0,0,0,7,0,0,0,0,174,1042,64,0,0,0,3,10,0,52,2,39,7,2,10,0,72,5,0,603,224,51,0,15,12,921,0,4794,2619,17418,0,0,327,0,0,16,0,5,0,0,393,7,0
"2013/11/12",0,0,2,0,87,509,18,0,9,142,0,0,0,0,2,37,55,153,362,2,222,0,27,92,119,0,2,6,19,0,6650,535,151,8,0,1046,31,4,0,1050,166,0,0,26,3,0,0,0,103,0,0,125,0,16,66,6,46,0,0,0,0,135,35,7,0,54,253,7,10,4,33,34,0,18,21,167,0,0,0,20,0,0,0,12,0,0,0,0,127,575,74,0,0,0,7,4,0,36,7,9,6,2,7,0,45,9,0,536,148,25,0,17,13,691,0,3398,1833,11427,0,0,216,0,0,19,0,5,3,0,310,9,0
"2013/11/13",0,3,0,0,76,784,19,0,8,186,0,0,0,0,0,42,71,207,384,0,238,0,26,106,118,0,0,8,17,0,9226,573,184,12,0,1362,31,4,0,1131,196,2,0,40,0,2,0,0,186,0,0,150,0,9,89,8,65,0,0,0,0,163,54,12,0,88,306,10,6,12,22,24,0,23,48,194,0,0,0,21,0,0,0,17,0,0,2,0,130,872,66,0,0,0,2,5,0,47,3,10,6,2,2,2,65,4,0,611,169,25,0,12,10,962,0,4281,2188,16737,0,0,280,0,0,20,0,8,0,0,344,5,0
"2013/11/14",0,0,0,0,84,828,33,0,22,158,0,0,0,0,0,35,67,294,466,2,268,0,16,120,170,0,0,22,25,0,9758,621,189,20,0,1379,88,6,0,1515,267,3,0,25,7,0,0,0,142,0,0,160,2,13,125,3,66,5,0,0,0,185,52,19,0,90,322,16,14,27,33,38,0,24,61,261,0,0,0,41,0,0,0,21,0,2,2,0,192,852,88,0,0,0,0,10,0,67,4,9,17,2,6,2,73,12,0,663,156,39,0,13,17,1141,2,4193,2528,18497,0,0,341,0,2,12,0,7,0,0,429,3,0
"2013/11/15",0,0,0,0,39,576,20,0,20,142,0,0,0,0,0,37,54,222,362,2,214,0,8,98,143,0,0,3,19,0,7642,501,171,13,0,1102,53,10,0,1197,224,0,0,22,0,4,0,0,186,0,0,131,5,22,101,9,33,2,0,0,0,152,59,11,0,78,272,8,10,6,25,36,0,28,63,173,0,0,0,23,0,0,0,15,0,2,2,0,142,1080,61,0,0,0,5,4,0,51,2,12,9,0,7,2,39,3,0,497,134,35,0,15,7,877,0,3834,2009,15771,0,0,268,0,0,18,0,6,0,0,369,6,0
"2013/11/18",0,0,0,0,66,566,16,0,7,173,0,0,0,0,2,28,49,226,347,0,179,0,16,92,109,0,0,6,13,0,7061,444,188,9,0,1010,55,11,0,1062,168,0,0,15,6,2,0,0,200,2,0,146,2,10,76,4,41,2,0,0,0,143,43,17,0,64,246,13,9,15,22,18,0,12,56,179,0,0,0,26,0,0,0,10,0,0,0,0,136,896,68,0,0,0,6,10,0,18,4,9,6,2,9,0,66,7,0,492,110,16,0,10,5,867,0,3587,1781,14680,0,0,209,0,0,5,0,2,0,3,278,7,0
"2013/11/19",0,2,2,0,64,434,14,0,5,160,0,0,0,0,0,22,35,178,334,2,164,0,21,61,101,0,0,19,17,0,5832,476,143,10,0,819,45,6,4,1090,153,2,0,14,3,2,0,0,143,0,0,149,2,6,67,2,36,0,0,0,0,134,44,20,0,72,244,17,5,7,24,36,0,23,64,131,0,0,0,31,0,0,0,4,0,0,0,0,128,824,63,0,0,0,5,6,0,21,4,12,15,0,5,2,44,13,0,436,116,19,0,11,9,823,3,3356,1555,12652,0,0,240,0,0,5,0,8,0,0,260,7,0
"2013/11/20",2,0,0,0,103,663,8,0,7,166,0,0,2,0,2,38,34,217,384,2,172,0,22,86,135,0,0,14,23,0,7340,521,194,16,0,951,87,4,0,1354,234,0,0,16,0,0,0,0,148,0,0,162,9,9,84,13,23,0,0,0,0,178,46,23,0,94,279,6,9,13,26,28,0,32,72,251,0,0,0,26,0,0,0,14,0,2,0,0,173,880,103,0,0,0,4,11,0,42,2,11,18,0,7,3,68,9,0,454,155,23,0,16,7,1175,2,4001,1960,15340,0,0,260,0,0,7,0,4,3,0,326,7,0
"2013/11/21",0,0,0,0,69,550,20,0,5,180,0,0,0,0,0,19,52,235,376,2,146,0,32,83,111,0,0,10,14,0,7638,530,160,13,0,999,59,0,0,1104,191,0,0,18,2,0,0,0,121,4,0,132,3,9,98,13,20,2,0,0,0,185,46,18,0,66,282,9,15,20,24,32,0,13,64,207,0,0,0,12,0,0,0,19,0,3,0,0,192,666,66,0,0,0,3,8,0,49,4,20,12,6,2,2,68,7,0,350,145,35,0,15,5,981,0,4047,1888,14588,0,0,210,0,0,21,0,2,0,0,288,2,0
"2013/11/22",2,0,0,0,95,721,13,0,12,185,0,0,0,0,2,30,50,294,404,0,215,0,22,88,166,0,0,18,24,0,9191,730,214,29,0,1165,93,4,0,1349,258,0,0,25,4,0,0,0,185,3,0,178,4,14,111,13,26,0,0,0,0,287,62,14,0,91,383,18,23,22,33,31,0,28,99,231,0,0,0,18,0,0,0,12,0,0,2,0,232,819,80,0,0,0,8,12,0,60,3,18,21,0,3,3,92,10,0,467,148,34,0,12,12,1310,0,5230,2166,17609,0,0,281,0,0,18,0,4,2,2,376,6,0
"2013/11/25",4,0,0,0,88,443,14,0,5,192,0,0,0,0,3,24,54,280,399,2,131,0,20,77,141,0,0,5,9,0,7669,591,132,17,0,862,33,4,3,982,201,0,0,11,7,0,0,0,153,0,0,129,3,18,86,2,15,2,0,0,0,205,43,7,0,116,324,6,10,18,10,44,0,22,95,191,0,0,0,17,0,0,0,6,0,0,0,0,138,815,49,0,0,0,4,13,0,69,2,20,18,0,6,0,55,11,0,312,126,19,0,12,5,1045,0,4424,2048,15523,0,0,349,0,0,17,0,3,2,7,235,7,0
